F_BUS,T_BUS,BR_R,BR_X,BR_B,RATE_A,RATE_B,RATE_C,TAP,SHIFT,BR_STATUS,ANGMIN,ANGMAX,PF,QF,PT,QT,MU_SF,MU_ST,MU_ANGMIN,MU_ANGMAX
37113,37114,0.000239,0.001142,0,0,0,0,0,0,1,0,0,39.67,3.71,-39.67,-3.69,0,0,0,0
37115,37113,0.001301,0.005903,0.00615,272.74,0,0,0,0,1,0,0,49.12,16.55,-49.09,-17.07,0,0,0,0
37115,37116,0.000259,0.001098,0,0,0,0,0,0,1,0,0,39.67,2.24,-39.67,-2.22,0,0,0,0
37532,37115,0.000402,0.002943,0.00342,295.76,0,0,0,0,1,0,0,88.82,18.64,-88.79,-18.79,0,0,0,0
37117,37134,0.001128,0.006932,0.00541,259.32,0,0,0,0,1,0,0,-31.52,-3.4,31.53,2.88,0,0,0,0
37280,37117,0.001267,0.006548,0.00307,268.03,0,0,0,0,1,0,0,42.05,4.6,-42.03,-4.82,0,0,0,0
37117,37327,0.001535,0.009327,0.00606,274.17,0,0,0,0,1,0,0,49.63,1.28,-49.6,-1.71,0,0,0,0
37118,37119,0.000229,0.001017,0,0,0,0,0,0,1,0,0,58.84,13.68,-58.83,-13.64,0,0,0,0
37118,37120,0.00023,0.001132,0,0,0,0,0,0,1,0,0,-58.84,-13.68,58.85,13.72,0,0,0,0
37267,37120,0.000434,0.002479,0.00779,268.36,0,0,0,0,1,0,0,45.22,6.99,-45.21,-7.79,0,0,0,0
37120,37478,0.001504,0.009302,0.00993,264.34,0,0,0,0,1,0,0,-41.12,-32.77,41.16,31.92,0,0,0,0
37121,37122,0.000287,0.001121,0,0,0,0,0,0,1,0,0,10.93,2.09,-10.93,-2.08,0,0,0,0
37121,37123,0.000224,0.001086,0,0,0,0,0,0,1,0,0,-10.93,-2.09,10.93,2.09,0,0,0,0
37178,37123,0.002003,0.01161,0.00701,221.41,0,0,0,0,1,0,0,-5.53,-0.16,5.53,-0.6,0,0,0,0
37123,37403,0.001421,0.010519,0.0051,242.31,0,0,0,0,1,0,0,-16.46,-1.49,16.46,0.96,0,0,0,0
37124,37126,0.001336,0.008376,0.00584,272.32,0,0,0,0,1,0,0,-46.94,-10.02,46.97,9.57,0,0,0,0
37124,37258,0.000556,0.003829,0.002,250.45,0,0,0,0,1,0,0,22.33,2.52,-22.33,-2.71,0,0,0,0
37125,37128,0.000367,0.029177,0,734.29,0,0,1,0,1,0,0,124.38,23.38,-124.32,-19.09,0,0,0,0
37125,37129,0.000289,0.001105,0,0,0,0,0,0,1,0,0,77.01,15.69,-76.99,-15.63,0,0,0,0
37125,37130,0.000251,0.001064,0,0,0,0,0,0,1,0,0,-201.39,-39.07,201.48,39.48,0,0,0,0
37126,37128,-0.000105,-0.008355,0,684.29,0,0,1,0,1,0,0,-124.34,-20.32,124.32,19.09,0,0,0,0
37126,37140,0.001154,0.006461,0.00367,280.51,0,0,0,0,1,0,0,60.73,12.18,-60.69,-12.35,0,0,0,0
37126,37261,0.001042,0.006283,0.00313,250.99,0,0,0,0,1,0,0,-19.91,8.11,19.91,-8.42,0,0,0,0
37126,37436,0.001361,0.008237,0.00693,263.6,0,0,0,0,1,0,0,36.54,-9.54,-36.53,8.9,0,0,0,0
37127,37128,0.001525,0.121242,0,50,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
37130,37221,9.6e-05,0.00176,0.1701,2205.03,0,0,0,0,1,0,0,-110.15,-42.49,110.17,24.13,0,0,0,0
37130,37389,9.8e-05,0.00166,0.16896,2062.03,0,0,0,0,1,0,0,-16.64,-35.08,16.64,16.65,0,0,0,0
37502,37130,0.000105,0.001875,0.20294,2325.61,0,0,0,0,1,0,0,74.7,-60.06,-74.69,38.08,0,0,0,0
37132,37131,0.00028,0.018986,0,716.91,0,0,1.0125,0,1,0,0,-144.96,-66.35,145.03,70.92,0,0,0,0
37131,37133,0.000269,0.001002,0,0,0,0,0,0,1,0,0,69.87,12.06,-69.86,-12.02,0,0,0,0
37131,37245,8.9e-05,0.001337,0.12575,2392.66,0,0,0,0,1,0,0,-214.9,-90.57,214.94,77.58,0,0,0,0
37132,37157,0.000904,0.005634,0.00596,289.3,0,0,0,0,1,0,0,69.57,7.16,-69.53,-7.55,0,0,0,0
37132,37250,0.000835,0.004752,0.00594,246.21,0,0,0,0,1,0,0,20.69,21.88,-20.68,-22.48,0,0,0,0
37134,37135,0.000266,0.001139,0,0,0,0,0,0,1,0,0,8.25,3.85,-8.25,-3.85,0,0,0,0
37134,37234,0.002157,0.013669,0.0122,266.58,0,0,0,0,1,0,0,-39.79,-6.73,39.82,5.62,0,0,0,0
37136,37202,0.000248,0.001679,0.00175,235.08,0,0,0,0,1,0,0,10.61,9.61,-10.61,-9.79,0,0,0,0
37415,37136,0.001628,0.011076,0.00519,269.94,0,0,0,0,1,0,0,44.21,11.92,-44.18,-12.27,0,0,0,0
37137,37203,0.001565,0.009083,0.00923,278.38,0,0,0,0,1,0,0,56.71,-2.06,-56.66,1.33,0,0,0,0
37137,37495,0.000364,0.002347,0.01876,296.78,0,0,0,0,1,0,0,-90.27,-19.73,90.3,17.88,0,0,0,0
37138,37139,0.000249,0.001066,0,0,0,0,0,0,1,0,0,14.47,3.5,-14.47,-3.5,0,0,0,0
37164,37138,0.001224,0.00754,0.00708,252.81,0,0,0,0,1,0,0,-19.34,-14.09,19.34,13.37,0,0,0,0
37289,37138,0.002706,0.013368,0.02248,265.45,0,0,0,0,1,0,0,33.85,14.61,-33.82,-16.86,0,0,0,0
37140,37225,0.000815,0.00469,0.00531,225.75,0,0,0,0,1,0,0,-2.69,-4.31,2.69,3.74,0,0,0,0
37140,37258,0.00056,0.003793,0.00838,254.75,0,0,0,0,1,0,0,22.93,0.89,-22.92,-1.78,0,0,0,0
37141,37161,0.001317,0.007168,0.01036,278.46,0,0,0,0,1,0,0,-56.15,1.66,56.18,-2.57,0,0,0,0
37250,37141,0.001294,0.007637,0.00507,243.23,0,0,0,0,1,0,0,-15.69,12.31,15.69,-12.82,0,0,0,0
37142,37145,-0.000199,-0.006293,0,238.56,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
37142,37146,0.000248,0.001157,0,0,0,0,0,0,1,0,0,33.53,1.55,-33.52,-1.54,0,0,0,0
37142,37147,0.000205,0.001025,0,0,0,0,0,0,1,0,0,-33.53,-1.55,33.53,1.56,0,0,0,0
37143,37145,0.003493,0.110173,0,119.28,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
37144,37145,0.003493,0.110173,0,119.28,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
37159,37147,0.000737,0.004522,0.00767,253.51,0,0,0,0,1,0,0,-21.18,-2.8,21.18,1.99,0,0,0,0
37147,37384,0.001642,0.010413,0.01325,280.05,0,0,0,0,1,0,0,-54.71,-3.55,54.75,2.4,0,0,0,0
37148,37506,0.000913,0.005068,0.00294,287.87,0,0,0,0,1,0,0,-80.93,-26.5,80.99,26.52,0,0,0,0
37150,37149,0.000272,0.018121,0,743.61,0,0,1.0125,0,1,0,0,-166.66,-63.29,166.74,68.72,0,0,0,0
37149,37151,0.000222,0.001074,0,0,0,0,0,0,1,0,0,45.68,17.46,-45.67,-17.43,0,0,0,0
37149,37152,0.000262,0.001086,0,0,0,0,0,0,1,0,0,-212.42,-86.18,212.54,86.71,0,0,0,0
37149,37153,0.000275,0.001089,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37205,37150,0.000571,0.003371,0.0033,284.58,0,0,0,0,1,0,0,-66.58,-19.05,66.61,18.84,0,0,0,0
37150,37211,0.001147,0.006917,0.01564,265,0,0,0,0,1,0,0,39.62,4.27,-39.61,-5.86,0,0,0,0
37282,37150,0.000823,0.00441,0.00642,199.41,0,0,0,0,1,0,0,-0.95,-30.97,0.96,30.31,0,0,0,0
37152,37193,0.000155,0.002102,0.20678,2344.04,0,0,0,0,1,0,0,-189.12,-123.46,189.19,101.85,0,0,0,0
37154,37155,0.001481,0.009913,0.03756,269.52,0,0,0,0,1,0,0,37.84,9.06,-37.82,-13.01,0,0,0,0
37154,37513,0.001215,0.007569,0.01512,290.07,0,0,0,0,1,0,0,-71.22,-19.3,71.29,18.02,0,0,0,0
37155,37156,0.00027,0.001136,0,0,0,0,0,0,1,0,0,33.39,4.91,-33.38,-4.89,0,0,0,0
37155,37247,0.001933,0.009781,0.00515,286.38,0,0,0,0,1,0,0,63.16,18.73,-63.08,-18.89,0,0,0,0
37254,37155,0.001471,0.007517,0.01109,280.71,0,0,0,0,1,0,0,58.78,9.66,-58.73,-10.62,0,0,0,0
37157,37158,0.0003,0.001169,0,0,0,0,0,0,1,0,0,32.24,1.34,-32.24,-1.33,0,0,0,0
37157,37278,0.000776,0.004858,0.0023,269.22,0,0,0,0,1,0,0,37.29,6.2,-37.28,-6.39,0,0,0,0
37159,37160,0.000281,0.001167,0,0,0,0,0,0,1,0,0,32.24,4.09,-32.24,-4.08,0,0,0,0
37159,37289,0.001631,0.009571,0.01282,280,0,0,0,0,1,0,0,52.3,-0.42,-52.26,-0.73,0,0,0,0
37159,37489,0.001533,0.011959,0.00961,284.21,0,0,0,0,1,0,0,-63.36,-0.87,63.42,0.27,0,0,0,0
37195,37161,0.000563,0.003231,0.00614,284.07,0,0,0,0,1,0,0,64.31,-10.96,-64.29,10.42,0,0,0,0
37161,37199,0.000961,0.005175,0.00475,252.75,0,0,0,0,1,0,0,-25.73,-15.25,25.74,14.77,0,0,0,0
37162,37220,0.000566,0.003893,0.00487,292.06,0,0,0,0,1,0,0,-78.75,1.54,78.78,-1.84,0,0,0,0
37489,37162,0.001682,0.009379,0.00649,272.31,0,0,0,0,1,0,0,-44.01,6.68,44.04,-7.22,0,0,0,0
37163,37181,0.001616,0.009296,0.00512,194.66,0,0,0,0,1,0,0,1.01,-1.99,-1.01,1.43,0,0,0,0
37394,37163,0.002607,0.012672,0.0074,261.08,0,0,0,0,1,0,0,35.75,7.89,-35.72,-8.53,0,0,0,0
37164,37165,0.0002,0.001179,0,0,0,0,0,0,1,0,0,7.89,1.23,-7.89,-1.23,0,0,0,0
37166,37167,0.000253,0.001006,0,0,0,0,0,0,1,0,0,50.87,35.16,-50.86,-35.13,0,0,0,0
37166,37220,0.001143,0.007914,0.0226,269.6,0,0,0,0,1,0,0,-50.43,-28.87,50.47,26.66,0,0,0,0
37380,37166,0.00219,0.012276,0.00824,225.58,0,0,0,0,1,0,0,0.44,5.4,-0.44,-6.29,0,0,0,0
37168,37192,0.001285,0.006659,0.00649,263.91,0,0,0,0,1,0,0,-38.29,-14.63,38.31,14.03,0,0,0,0
37168,37209,0.001577,0.009655,0.00908,256.97,0,0,0,0,1,0,0,29.37,16.47,-29.36,-17.35,0,0,0,0
37184,37169,0.001112,0.00795,0.00566,263.25,0,0,0,0,1,0,0,37.46,21.81,-37.44,-22.29,0,0,0,0
37289,37169,0.001804,0.010927,0.00642,200.9,0,0,0,0,1,0,0,-0.52,-18.72,0.53,18.06,0,0,0,0
37170,37171,0.000282,0.001108,0,0,0,0,0,0,1,0,0,40.57,5.26,-40.57,-5.24,0,0,0,0
37170,37213,0.001775,0.012237,0.01114,198.05,0,0,0,0,1,0,0,-7.37,14.72,7.37,-15.9,0,0,0,0
37254,37170,0.001749,0.010533,0.00834,266.16,0,0,0,0,1,0,0,33.23,19.22,-33.21,-19.98,0,0,0,0
37172,37173,0.000281,0.001063,0,0,0,0,0,0,1,0,0,21.75,9.76,-21.74,-9.75,0,0,0,0
37172,37220,0.003081,0.016552,0.00652,265.41,0,0,0,0,1,0,0,-37.18,0.79,37.22,-1.29,0,0,0,0
37172,37489,0.00113,0.006564,0.00362,244.57,0,0,0,0,1,0,0,15.44,-10.54,-15.43,10.17,0,0,0,0
37174,37175,0.000212,0.001033,0,0,0,0,0,0,1,0,0,31.81,9.96,-31.8,-9.95,0,0,0,0
37174,37263,0.001634,0.009805,0.00842,280.84,0,0,0,0,1,0,0,60,-2.96,-59.95,2.38,0,0,0,0
37495,37174,0.000528,0.003102,0.01818,297.23,0,0,0,0,1,0,0,91.85,5.27,-91.81,-6.99,0,0,0,0
37176,37177,0.000217,0.001055,0,0,0,0,0,0,1,0,0,31.81,17.25,-31.8,-17.24,0,0,0,0
37176,37218,0.000603,0.003566,0.00346,278.12,0,0,0,0,1,0,0,-54.9,-12.56,54.91,12.29,0,0,0,0
37176,37442,0.001118,0.007594,0.00918,252.48,0,0,0,0,1,0,0,23.09,-4.7,-23.08,3.74,0,0,0,0
37178,37179,0.000293,0.001007,0,0,0,0,0,0,1,0,0,30.5,5.52,-30.5,-5.51,0,0,0,0
37178,37338,0.001113,0.007126,0.00458,238.99,0,0,0,0,1,0,0,15.37,-5.46,-15.37,4.98,0,0,0,0
37178,37403,0.001135,0.005846,0.00234,264.54,0,0,0,0,1,0,0,-40.35,0.1,40.36,-0.26,0,0,0,0
37181,37180,0.000353,0.002325,0.00342,247.86,0,0,0,0,1,0,0,-23.59,-7.39,23.59,7.03,0,0,0,0
37180,37394,0.000806,0.00562,0.0044,285.78,0,0,0,0,1,0,0,-72.15,-17.82,72.19,17.63,0,0,0,0
37181,37182,0.000279,0.001004,0,0,0,0,0,0,1,0,0,48.57,3.91,-48.56,-3.88,0,0,0,0
37181,37489,0.003205,0.016886,0.01772,255.98,0,0,0,0,1,0,0,-23.98,2.05,23.99,-3.88,0,0,0,0
37184,37183,0.000172,0.013817,0,766.62,0,0,1.00625,0,1,0,0,-182.8,-29.66,182.86,34.06,0,0,0,0
37183,37185,0.000217,0.001115,0,0,0,0,0,0,1,0,0,77.17,6.92,-77.16,-6.86,0,0,0,0
37183,37186,0.000286,0.001002,0,0,0,0,0,0,1,0,0,-260.03,-104,260.23,104.72,0,0,0,0
37184,37284,0.001406,0.008758,0.01127,279.05,0,0,0,0,1,0,0,59.17,-0.99,-59.13,0.05,0,0,0,0
37184,37286,0.001197,0.007671,0.00548,295.26,0,0,0,0,1,0,0,86.17,8.85,-86.08,-8.92,0,0,0,0
37186,37485,8.3e-05,0.001309,0.1462,2425.66,0,0,0,0,1,0,0,-260.23,-104.72,260.29,89.69,0,0,0,0
37187,37188,0.000246,0.00119,0,0,0,0,0,0,1,0,0,77.17,24.69,-77.16,-24.62,0,0,0,0
37187,37189,0.000262,0.001196,0,0,0,0,0,0,1,0,0,-77.17,-24.69,77.19,24.77,0,0,0,0
37187,37190,0.000269,0.00115,0,0,0,0,0,0,1,0,0,0,-0,-0,0,0,0,0,0
37461,37189,0.000757,0.005508,0.00812,238.4,0,0,0,0,1,0,0,14.56,16.38,-14.56,-17.23,0,0,0,0
37189,37506,0.00227,0.013394,0.01248,282.64,0,0,0,0,1,0,0,-62.63,-7.53,62.72,6.67,0,0,0,0
37192,37191,0.000224,0.020921,0,707.15,0,0,1.01875,0,1,0,0,-138.11,-105.57,138.17,111.6,0,0,0,0
37191,37193,0.000208,0.001101,0,0,0,0,0,0,1,0,0,-183.73,127.92,183.82,-127.41,0,0,0,0
37191,37194,0.000276,0.001066,0,0,0,0,0,0,1,0,0,45.55,5.68,-45.55,-5.66,0,0,0,0
37446,37192,0.000271,0.001381,0.00316,217.52,0,0,0,0,1,0,0,-3.99,-28.83,3.99,28.5,0,0,0,0
37193,37376,5.9e-05,0.000958,0.08298,2327.51,0,0,0,0,1,0,0,-174.51,1.31,174.53,-10.11,0,0,0,0
37193,37389,9.8e-05,0.001796,0.18484,2390.58,0,0,0,0,1,0,0,-198.5,24.26,198.53,-43.78,0,0,0,0
37195,37203,0.001201,0.006855,0.02717,288.09,0,0,0,0,1,0,0,-72,9.38,72.06,-11.98,0,0,0,0
37196,37197,0.000232,0.001184,0,0,0,0,0,0,1,0,0,-34.41,-19.45,34.41,19.46,0,0,0,0
37258,37197,0.000776,0.004768,0.00615,229.78,0,0,0,0,1,0,0,4.12,-7.86,-4.12,7.2,0,0,0,0
37197,37436,0.001512,0.009545,0.0137,250.79,0,0,0,0,1,0,0,-20.69,-14.27,20.69,12.84,0,0,0,0
37198,37199,0.000255,0.001041,0,0,0,0,0,0,1,0,0,-21.92,-0.9,21.92,0.9,0,0,0,0
37199,37243,0.000799,0.005378,0.00205,272.11,0,0,0,0,1,0,0,-47.66,-15.67,47.68,15.58,0,0,0,0
37424,37200,0.000505,0.002842,0.00162,283.56,0,0,0,0,1,0,0,75.36,5.28,-75.34,-5.3,0,0,0,0
37201,37202,0.00026,0.001102,0,0,0,0,0,0,1,0,0,-43.6,-10.89,43.61,10.91,0,0,0,0
37202,37239,0.002274,0.011466,0.02285,238.85,0,0,0,0,1,0,0,-13.65,-6.25,13.65,3.78,0,0,0,0
37202,37249,0.000885,0.006122,0.00308,265.78,0,0,0,0,1,0,0,37.51,19.68,-37.49,-19.91,0,0,0,0
37202,37415,0.001701,0.008956,0.00731,278.49,0,0,0,0,1,0,0,-56.86,-14.55,56.91,14.03,0,0,0,0
37203,37215,0.001025,0.005772,0.00427,269.86,0,0,0,0,1,0,0,-43.89,3.62,43.91,-3.98,0,0,0,0
37204,37469,0.001438,0.009659,0.00728,290.34,0,0,0,0,1,0,0,-66.48,-29.39,66.55,29.07,0,0,0,0
37205,37206,0.000214,0.001173,0,0,0,0,0,0,1,0,0,49.22,18,-49.21,-17.97,0,0,0,0
37276,37205,0.000396,0.002029,0.00221,243.93,0,0,0,0,1,0,0,-17.36,-1.28,17.37,1.05,0,0,0,0
37207,37208,0.000271,0.001023,0,0,0,0,0,0,1,0,0,52.56,7.41,-52.56,-7.39,0,0,0,0
37374,37207,0.000491,0.002875,0.00272,297.33,0,0,0,0,1,0,0,96.8,8.28,-96.76,-8.33,0,0,0,0
37210,37365,0.001707,0.010115,0.01132,280.78,0,0,0,0,1,0,0,-59.41,-13.45,59.47,12.57,0,0,0,0
37478,37212,0.001674,0.009719,0.00233,287.18,0,0,0,0,1,0,0,66.7,24.79,-66.62,-24.6,0,0,0,0
37238,37213,0.001233,0.006723,0.01231,280.56,0,0,0,0,1,0,0,-55.79,-4.86,55.82,3.72,0,0,0,0
37213,37409,0.000758,0.004721,0.00275,297.67,0,0,0,0,1,0,0,-95.97,9.11,96.04,-9,0,0,0,0
37214,37215,0.000249,0.001166,0,0,0,0,0,0,1,0,0,-32.78,-6.97,32.78,6.98,0,0,0,0
37215,37409,0.001167,0.008357,0.0112,286.86,0,0,0,0,1,0,0,-67.84,8.65,67.89,-9.5,0,0,0,0
37215,37427,0.000856,0.005229,0.01399,267.55,0,0,0,0,1,0,0,40.49,-7.57,-40.48,6.14,0,0,0,0
37215,37495,0.00184,0.009566,0.00718,272.84,0,0,0,0,1,0,0,-49.35,-4.08,49.39,3.52,0,0,0,0
37216,37254,0.000336,0.002059,0.00295,265.49,0,0,0,0,1,0,0,-45.88,-15.66,45.89,15.39,0,0,0,0
37339,37216,0.00169,0.009977,0.01188,230.01,0,0,0,0,1,0,0,-15.51,-2.84,15.52,1.57,0,0,0,0
37293,37217,0.002398,0.015612,0.04003,262.67,0,0,0,0,1,0,0,50.02,17.22,-49.96,-21.16,0,0,0,0
37321,37217,0.000946,0.005453,0.00609,224.05,0,0,0,0,1,0,0,-20.89,-14.26,20.9,13.63,0,0,0,0
37218,37243,0.000696,0.004543,0.00559,242.75,0,0,0,0,1,0,0,-16.95,-39.18,16.97,38.65,0,0,0,0
37263,37218,0.00055,0.003496,0.00227,288.28,0,0,0,0,1,0,0,71.41,-14.12,-71.38,14.05,0,0,0,0
37220,37219,0.000135,0.009297,0,744.58,0,0,1,0,1,0,0,-166.47,-23.53,166.51,25.95,0,0,0,0
37219,37221,0.000244,0.001122,0,0,0,0,0,0,1,0,0,-216.89,34.33,217,-33.83,0,0,0,0
37219,37222,0.000295,0.001178,0,0,0,0,0,0,1,0,0,50.38,24.89,-50.37,-24.86,0,0,0,0
37221,37393,0.000128,0.001811,0.17023,2445.93,0,0,0,0,1,0,0,-327.16,9.7,327.29,-26.51,0,0,0,0
37223,37224,0.000223,0.001081,0,0,0,0,0,0,1,0,0,21.86,1.75,-21.86,-1.75,0,0,0,0
37223,37225,0.000297,0.001196,0,0,0,0,0,0,1,0,0,-21.86,-1.75,21.87,1.76,0,0,0,0
37225,37266,0.001707,0.010683,0.0101,256.64,0,0,0,0,1,0,0,-24.56,-5.5,24.57,4.47,0,0,0,0
37226,37229,0.000139,0.004725,0,238.24,0,0,1,0,1,0,0,-0,0,0,0,0,0,0,0
37226,37230,0.000272,0.001035,0,0,0,0,0,0,1,0,0,23.02,4.65,-23.02,-4.64,0,0,0,0
37226,37231,0.000263,0.001134,0,0,0,0,0,0,1,0,0,-23.02,-4.65,23.02,4.65,0,0,0,0
37227,37229,0.001633,0.055555,0,119.12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
37228,37229,0.001633,0.055555,0,119.12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
37232,37234,0.001849,0.012553,0.00798,290.85,0,0,0,0,1,0,0,-77.48,-9.05,77.59,8.89,0,0,0,0
37327,37232,0.001562,0.009895,0.00701,254.46,0,0,0,0,1,0,0,-25.59,-2.54,25.6,1.84,0,0,0,0
37234,37233,0.000206,0.015333,0,746.8,0,0,1,0,1,0,0,-168.83,-20.59,168.88,24.69,0,0,0,0
37233,37235,0.000269,0.001134,0,0,0,0,0,0,1,0,0,51.57,2.62,-51.56,-2.59,0,0,0,0
37233,37407,0.00016,0.002307,0.27812,2404.12,0,0,0,0,1,0,0,-220.45,-27.31,220.52,-1.99,0,0,0,0
37280,37234,0.00164,0.00947,0.00512,274.86,0,0,0,0,1,0,0,-51.38,-6.4,51.42,6.08,0,0,0,0
37236,37237,0.000235,0.001148,0,0,0,0,0,0,1,0,0,55.75,19.57,-55.74,-19.53,0,0,0,0
37236,37238,0.000243,0.001075,0,0,0,0,0,0,1,0,0,-55.75,-19.57,55.76,19.6,0,0,0,0
37261,37238,0.0007,0.005088,0.01337,283.6,0,0,0,0,1,0,0,-61.06,3.5,61.08,-4.77,0,0,0,0
37238,37495,0.002217,0.012096,0.01089,280.3,0,0,0,0,1,0,0,-61.05,-9.97,61.13,9.22,0,0,0,0
37239,37240,0.000246,0.001047,0,0,0,0,0,0,1,0,0,20.63,5.2,-20.63,-5.2,0,0,0,0
37415,37239,0.001442,0.010274,0.01082,261.9,0,0,0,0,1,0,0,34.3,7.92,-34.28,-8.98,0,0,0,0
37241,37273,0.000644,0.004144,0.00597,266.26,0,0,0,0,1,0,0,-38.77,-11.83,38.78,11.24,0,0,0,0
37241,37339,0.00158,0.009416,0.02221,273.5,0,0,0,0,1,0,0,48.42,15.86,-48.38,-18.05,0,0,0,0
37241,37513,0.001057,0.006875,0.00793,264.83,0,0,0,0,1,0,0,-38.91,-7.51,38.92,6.74,0,0,0,0
37243,37242,0.000286,0.016832,0,683.73,0,0,1.0125,0,1,0,0,-120.21,-77.34,120.27,80.59,0,0,0,0
37242,37244,0.000225,0.001175,0,0,0,0,0,0,1,0,0,44.19,9.54,-44.18,-9.51,0,0,0,0
37242,37245,0.000229,0.0012,0,0,0,0,0,0,1,0,0,-164.46,7.61,164.51,-7.31,0,0,0,0
37242,37246,0.000291,0.001074,0,0,0,0,0,0,1,0,0,-0,0,0,0,0,0,0,0
37245,37502,8e-05,0.001662,0.1699,2497.1,0,0,0,0,1,0,0,-379.46,-70.27,379.57,54.04,0,0,0,0
37247,37248,0.000233,0.00112,0,0,0,0,0,0,1,0,0,44.19,10.34,-44.18,-10.32,0,0,0,0
37247,37266,0.001243,0.007304,0.01389,255.28,0,0,0,0,1,0,0,18.89,8.55,-18.89,-10.02,0,0,0,0
37380,37249,0.00241,0.012697,0.00475,215.83,0,0,0,0,1,0,0,-1.78,-14.44,1.79,13.94,0,0,0,0
37251,37252,0.000246,0.001079,0,0,0,0,0,0,1,0,0,48.97,12.38,-48.96,-12.35,0,0,0,0
37274,37251,0.000689,0.003616,0.00356,237.3,0,0,0,0,1,0,0,-15.54,-7.22,15.54,6.84,0,0,0,0
37251,37478,0.001457,0.007451,0.01203,273.33,0,0,0,0,1,0,0,-56.74,-30.55,56.79,29.52,0,0,0,0
37254,37253,0.00019,0.012012,0,745.77,0,0,1.00625,0,1,0,0,-172.75,-52.14,172.81,55.77,0,0,0,0
37253,37255,0.00023,0.001103,0,0,0,0,0,0,1,0,0,56.71,16.45,-56.71,-16.41,0,0,0,0
37423,37253,9.4e-05,0.001628,0.2097,2330.53,0,0,0,0,1,0,0,187.04,15.53,-187.01,-37.86,0,0,0,0
37253,37502,0.000102,0.001631,0.17918,2368.17,0,0,0,0,1,0,0,95.7,7.21,-95.69,-26.59,0,0,0,0
37529,37253,0.000147,0.002516,0.27582,2432.09,0,0,0,0,1,0,0,138.25,77.46,-138.21,-106.96,0,0,0,0
37254,37334,0.002183,0.010923,0.0122,256.14,0,0,0,0,1,0,0,34.86,7.87,-34.84,-9.07,0,0,0,0
37256,37257,0.000297,0.001019,0,0,0,0,0,0,1,0,0,14.59,3.95,-14.59,-3.95,0,0,0,0
37256,37293,0.002274,0.014133,0.03562,267.59,0,0,0,0,1,0,0,-19.57,-11.57,19.58,7.76,0,0,0,0
37301,37256,0.003057,0.015793,0.00675,235.67,0,0,0,0,1,0,0,-4.73,-3.08,4.73,2.36,0,0,0,0
37256,37509,0.00159,0.01042,0.00978,240.99,0,0,0,0,1,0,0,0.25,5.27,-0.25,-6.33,0,0,0,0
37259,37260,0.000247,0.001079,0,0,0,0,0,0,1,0,0,41.14,4.9,-41.14,-4.88,0,0,0,0
37259,37261,0.000235,0.00106,0,0,0,0,0,0,1,0,0,-41.14,-4.9,41.15,4.92,0,0,0,0
37262,37263,0.00029,0.001115,0,0,0,0,0,0,1,0,0,-38.69,-7.13,38.69,7.15,0,0,0,0
37427,37263,0.000618,0.003751,0.0035,274.57,0,0,0,0,1,0,0,50.16,-4.88,-50.15,4.59,0,0,0,0
37264,37265,0.000281,0.001134,0,0,0,0,0,0,1,0,0,18.16,9.89,-18.16,-9.88,0,0,0,0
37264,37297,0.000687,0.004599,0.00534,244.79,0,0,0,0,1,0,0,-18.16,-15.86,18.16,15.31,0,0,0,0
37266,37380,0.002982,0.019413,0.00751,269.6,0,0,0,0,1,0,0,-48.25,-3.61,48.32,3.22,0,0,0,0
37267,37268,0.000237,0.001015,0,0,0,0,0,0,1,0,0,28.84,8.32,-28.84,-8.32,0,0,0,0
37267,37469,0.000825,0.00487,0.00865,275.91,0,0,0,0,1,0,0,-55.14,-8.61,55.17,7.81,0,0,0,0
37269,37270,0.000213,0.001165,0,0,0,0,0,0,1,0,0,-28.88,-5.36,28.88,5.37,0,0,0,0
37270,37478,0.000283,0.001653,0.00314,294.85,0,0,0,0,1,0,0,-82.47,-32.05,82.49,31.83,0,0,0,0
37271,37272,0.000212,0.001115,0,0,0,0,0,0,1,0,0,19.6,2.57,-19.6,-2.57,0,0,0,0
37271,37273,0.000227,0.001114,0,0,0,0,0,0,1,0,0,-19.6,-2.57,19.6,2.58,0,0,0,0
37524,37273,0.000633,0.003837,0.00422,280.19,0,0,0,0,1,0,0,58.4,13.48,-58.38,-13.81,0,0,0,0
37274,37275,0.000241,0.00108,0,0,0,0,0,0,1,0,0,37.15,3.09,-37.14,-3.08,0,0,0,0
37278,37279,0.000209,0.001114,0,0,0,0,0,0,1,0,0,29.94,12.7,-29.93,-12.69,0,0,0,0
37281,37282,0.001823,0.012506,0.01243,262.86,0,0,0,0,1,0,0,34.37,-0.61,-34.35,-0.6,0,0,0,0
37281,37374,0.001361,0.006384,0.01549,277.54,0,0,0,0,1,0,0,-55.16,-2.22,55.2,0.71,0,0,0,0
37285,37284,0.001378,0.008837,0.0067,236.54,0,0,0,0,1,0,0,-13.64,8.41,13.64,-9.12,0,0,0,0
