BUS_I,BUS_TYPE,PD,QD,GS,BS,BUS_AREA,VM,VA,BASE_KV,ZONE,VMAX,VMIN,LAM_P,LAM_Q,MU_VMAX,MU_VMIN
40112,2,0,0,0,0,39,1.0430662,-46.849503,22,1,1.1,0.9,31.97,-0.04,0,0
40113,1,0,0,0,0,39,1.0421793,-48.377501,69,1,1.1,0.9,32.04,-0.04,0,0
40114,1,0,0,0,0,39,1.0422093,-48.369828,69,1,1.1,0.9,32.04,-0.04,0,0
40115,1,0,0,0,0,39,1.0422093,-48.369828,69,1,1.1,0.9,32.04,-0.04,0,0
40116,2,0,0,0,0,39,1.0440521,-45.883572,69,1,1.1,0.9,30.73,0.28,0,0
40117,1,0,0,0,0,39,1.0440414,-45.886631,69,1,1.1,0.9,30.73,0.28,0,0
40118,1,0,0,0,0,39,1.0396851,-40.092717,69,1,1.1,0.9,30.31,0.17,0,0
40119,2,0,0,0,0,39,1.0396851,-40.092717,13.8,1,1.1,0.9,30.31,0.17,0,0
40120,2,0,0,0,0,39,1.0400881,-39.720592,13.8,1,1.1,0.9,30.28,0.17,0,0
40121,2,0,0,0,0,39,1.0407361,-36.056199,24,1,1.1,0.9,30.08,0.19,0,0
40122,2,0,0,0,0,39,1.0399801,-39.678889,13.8,1,1.1,0.9,30.29,0.17,0,0
40123,2,0,0,0,0,39,1.0399593,-39.805264,13.8,1,1.1,0.9,30.29,0.17,0,0
40124,1,0,0,0,0,39,1.0396733,-40.095276,69,1,1.1,0.9,30.31,0.17,0,0
40125,1,0,0,0,146,39,1.0410362,-29.393714,345,1,1.1,0.9,28.8,-0.01,0,0
40126,2,0,0,0,0,39,1.039,-30.509015,138,1,1.1,0.9,28.76,0,0,0
40127,1,0,0,0,0,39,1.0493296,-32.623181,69,1,1.1,0.9,28.63,-0.01,0,0
40128,1,0,0,0,0,39,1.0375761,-31.462959,13.8,1,1.1,0.9,28.72,0.01,0,0
40129,1,0,0,0,0,39,1.0375761,-31.462959,1,1,1.1,0.9,28.72,0.01,0,0
40130,1,0,0,0,0,39,1.038267,-30.581132,138,1,1.1,0.9,28.78,0.01,0,0
40131,1,0,0,0,0,39,1.039,-30.509015,138,1,1.1,0.9,28.76,0,0,0
40132,2,0,0,0,0,39,1.0181712,-39.442504,69,1,1.1,0.9,29.91,0.32,0,0
40133,1,0,0,0,0,39,1.0181604,-39.445702,69,1,1.1,0.9,29.91,0.32,0,0
40134,1,0,0,0,0,39,1.0581443,-39.059871,69,1,1.1,0.9,29.42,0.09,0,0
40135,2,0,0,0,0,39,1.032643,-38.759727,13.8,1,1.1,0.9,29.4,0.09,0,0
40136,2,0,0,0,0,39,1.0326966,-38.704841,13.8,1,1.1,0.9,29.4,0.09,0,0
40137,1,0,0,0,0,39,1.0323609,-39.034239,1,1,1.1,0.9,29.42,0.09,0,0
40138,2,0,0,0,0,39,1.0329294,-38.400883,13.2,1,1.1,0.9,29.38,0.09,0,0
40139,1,0,0,0,0,39,1.0581216,-39.0653,69,1,1.1,0.9,29.42,0.09,0,0
40140,1,0,0,0,0,39,1.0581443,-39.059871,69,1,1.1,0.9,29.42,0.09,0,0
40141,2,0,0,0,0,39,1.0559341,-43.609195,69,1,1.1,0.9,30.04,0.26,0,0
40142,1,0,0,0,0,39,1.0418196,-40.257911,69,1,1.1,0.9,29.59,0.24,0,0
40143,2,0,0,0,0,39,1.055643,-39.397704,13.8,1,1.1,0.9,29.54,0.24,0,0
40144,1,0,0,0,0,39,1.0418082,-40.260869,69,1,1.1,0.9,29.59,0.24,0,0
40145,2,0,0,0,0,39,1.0335394,-43.10638,138,1,1.1,0.9,30.26,0.3,0,0
40146,1,0,0,0,0,39,1.0454694,-33.105641,138,1,1.1,0.9,29.15,0.06,0,0
40147,2,0,0,0,0,39,1.0454694,-33.105641,69,1,1.1,0.9,29.15,0.06,0,0
40148,1,0,0,0,0,39,1.0454694,-33.105641,138,1,1.1,0.9,29.15,0.06,0,0
41001,1,48.53,9.84,0,0,41,1.0330233,-94.35539,161,1,1.1,0.9,34.94,0.08,0,0
41002,1,0,0,0,0,41,1.0398703,-94.28203,161,1,1.1,0.9,34.89,0.02,0,0
41003,1,0,0,0,0,41,1.0430522,-96.073229,100,1,1.1,0.9,35.01,0.07,0,0
41004,1,57.4,2.41,0,0,41,1.0397236,-94.31512,161,1,1.1,0.9,34.9,0.02,0,0
41005,1,0,0,0,0,41,1.0401042,-94.227735,161,1,1.1,0.9,34.87,0.02,0,0
41006,1,0,0,0,0,41,1.0328631,-94.429336,161,1,1.1,0.9,34.96,0.08,0,0
41007,1,70.15,15.7,0,0,41,1.0324919,-94.471943,161,1,1.1,0.9,34.97,0.09,0,0
41008,1,0,0,0,0,41,1.0303901,-95.007719,161,1,1.1,0.9,35.08,0.09,0,0
41009,1,0,0,0,0,41,1.0414583,-96.212278,100,1,1.1,0.9,35.07,0.08,0,0
41010,1,0,0,0,0,41,1.0501279,-97.106011,13.8,1,1.1,0.9,35.06,0.07,0,0
41011,1,0,0,0,0,41,1.0501279,-97.106011,1,1,1.1,0.9,35.06,0.07,0,0
41012,1,68.18,5.73,0,0,41,1.0301371,-95.049235,161,1,1.1,0.9,35.1,0.09,0,0
41013,1,0,0,0,0,41,1.0305723,-94.959781,161,1,1.1,0.9,35.07,0.09,0,0
41014,1,0,0,0,0,41,1.0303901,-95.007719,161,1,1.1,0.9,35.08,0.09,0,0
41015,1,0,0,0,0,41,1.0362593,-94.897862,161,1,1.1,0.9,35.06,0.05,0,0
41016,1,72.53,5.96,0,0,41,1.0359942,-94.938529,161,1,1.1,0.9,35.08,0.05,0,0
41017,1,0,0,0,0,41,1.0364925,-94.857607,161,1,1.1,0.9,35.05,0.05,0,0
41018,1,39.1,10.77,0,0,41,1.0331587,-94.299182,161,1,1.1,0.9,34.93,0.09,0,0
41019,1,0,0,0,0,41,1.0333587,-94.275954,161,1,1.1,0.9,34.93,0.09,0,0
41020,1,0,0,0,42,41,1.0391722,-95.116227,161,1,1.1,0.9,35.05,0.02,0,0
41021,1,68.66,18.32,0,0,41,1.0418838,-96.185727,100,1,1.1,0.9,35.12,0.05,0,0
41022,1,0,0,0,0,41,1.039037,-95.104584,161,1,1.1,0.9,35.04,0.02,0,0
41023,1,0,0,0,0,41,1.0352235,-93.959368,161,1,1.1,0.9,34.86,0.07,0,0
41024,1,0,0,0,0,41,1.0428169,-95.93939,100,1,1.1,0.9,34.98,0.07,0,0
41025,1,51.91,21.55,0,0,41,1.034831,-93.988783,161,1,1.1,0.9,34.87,0.08,0,0
41026,1,58.27,14.19,0,0,41,1.0311064,-94.749539,161,1,1.1,0.9,35.03,0.09,0,0
41027,1,0,0,0,0,41,1.0348551,-94.385372,161,1,1.1,0.9,34.92,0.07,0,0
41028,1,0,0,0,0,41,1.043799,-95.991892,100,1,1.1,0.9,34.99,0.06,0,0
41029,1,31.05,3.85,0,0,41,1.0347513,-94.403349,161,1,1.1,0.9,34.92,0.07,0,0
41030,1,31.05,5.2,0,0,41,1.0344701,-95.285921,161,1,1.1,0.9,35.1,0.06,0,0
41031,1,0,0,0,0,41,1.0345907,-95.268984,161,1,1.1,0.9,35.09,0.06,0,0
41032,1,0,0,0,0,41,1.0323456,-94.40994,161,1,1.1,0.9,34.96,0.09,0,0
41033,1,64.9,18.15,0,0,41,1.031969,-94.448996,161,1,1.1,0.9,34.98,0.1,0,0
41034,1,0,0,0,0,41,1.0336199,-94.662705,161,1,1.1,0.9,35.03,0.07,0,0
41035,1,64.9,23.29,0,0,41,1.0331947,-94.699181,161,1,1.1,0.9,35.05,0.07,0,0
41036,1,0,0,0,0,41,1.0316876,-94.637609,161,1,1.1,0.9,35,0.1,0,0
41037,1,0,0,0,0,41,1.0316017,-96.016301,100,1,1.1,0.9,35.02,0.15,0,0
41038,1,65.93,16.25,0,0,41,1.0313531,-94.673733,161,1,1.1,0.9,35.01,0.1,0,0
41039,1,0,0,0,0,41,1.0318561,-94.839246,161,1,1.1,0.9,35.02,0.09,0,0
41040,1,0,0,0,0,41,1.0428678,-96.436473,100,1,1.1,0.9,35.11,0.06,0,0
41041,1,65.93,18.75,0,0,41,1.0315284,-94.875125,161,1,1.1,0.9,35.03,0.09,0,0
41042,1,44.74,3.22,0,0,41,1.0405242,-94.076309,161,1,1.1,0.9,34.84,0.02,0,0
41043,1,0,0,0,0,41,1.0347548,-94.16179,161,1,1.1,0.9,34.89,0.01,0,0
41044,1,44.74,6.76,0,0,41,1.0345724,-94.187179,161,1,1.1,0.9,34.9,0.01,0,0
41045,1,0,0,0,0,41,1.0349572,-94.134403,161,1,1.1,0.9,34.89,0.01,0,0
41046,1,0,0,0,0,41,1.0347548,-94.16179,161,1,1.1,0.9,34.89,0.01,0,0
41047,1,0,0,0,0,41,1.0324921,-94.850119,161,1,1.1,0.9,35.02,0.08,0,0
41048,1,39.06,7.6,0,0,41,1.0428193,-96.470328,100,1,1.1,0.9,35.12,0.06,0,0
41049,1,0,0,0,0,41,1.0326561,-94.838727,161,1,1.1,0.9,35.02,0.08,0,0
41050,1,0,0,0,0,41,1.0327467,-94.221049,161,1,1.1,0.9,34.9,0.03,0,0
41051,1,56.41,44.31,0,0,41,1.0321352,-94.249445,161,1,1.1,0.9,34.91,0.04,0,0
41052,1,48.19,11.68,0,0,41,1.0317458,-94.646654,161,1,1.1,0.9,34.99,0.07,0,0
41053,1,0,0,0,0,41,1.0376391,-94.639594,161,1,1.1,0.9,35.01,0.05,0,0
41054,1,30.04,5.18,0,0,41,1.0375151,-94.655057,161,1,1.1,0.9,35.01,0.05,0,0
41055,1,52.57,14.71,0,0,41,1.036984,-94.955117,161,1,1.1,0.9,35.07,0.04,0,0
41056,1,52.57,16.96,0,0,41,1.0346741,-94.629178,161,1,1.1,0.9,35.02,0.06,0,0
41057,1,57.78,3.82,0,0,41,1.0332577,-94.352644,161,1,1.1,0.9,34.94,0.08,0,0
41058,1,57.78,30.59,0,0,41,1.0322423,-94.380049,161,1,1.1,0.9,34.94,0.08,0,0
41059,1,0,0,0,0,41,1.0341675,-95.520918,161,1,1.1,0.9,35.14,0.06,0,0
41060,1,57.78,15.5,0,0,41,1.0456134,-96.278868,100,1,1.1,0.9,35.1,0.04,0,0
41061,1,0,0,0,0,41,1.0616949,-97.297325,13.8,1,1.1,0.9,35.05,0.01,0,0
41062,1,0,0,0,0,41,1.0616949,-97.297325,1,1,1.1,0.9,35.05,0.01,0,0
41063,1,0,0,0,0,41,1.0304885,-94.704098,161,1,1.1,0.9,35.02,0.09,0,0
41064,1,60.04,18.7,0,0,41,1.0301311,-94.739482,161,1,1.1,0.9,35.03,0.1,0,0
41065,1,60.04,18.9,0,0,41,1.0363963,-94.566809,161,1,1.1,0.9,34.99,0.04,0,0
41066,1,0,0,0,-160,41,1.0382218,-91.574217,500,1,1.1,0.9,34.84,0.05,0,0
41067,1,0,0,0,0,41,1.0353137,-93.909887,161,1,1.1,0.9,34.85,0.07,0,0
41068,1,0,0,0,0,41,1.0428033,-95.896803,100,1,1.1,0.9,34.97,0.08,0,0
41069,1,0,0,0,0,41,1.0341089,-96.539405,13.8,1,1.1,0.9,34.86,0.09,0,0
41070,1,0,0,0,0,41,1.0341089,-96.539405,1,1,1.1,0.9,34.86,0.09,0,0
41071,1,0,0,0,0,41,1.0420389,-91.288925,500,1,1.1,0.9,34.74,0.01,0,0
41072,1,60.04,1.69,0,0,41,1.0380398,-91.610113,500,1,1.1,0.9,34.85,0.05,0,0
41073,1,0,0,0,0,41,1.0382218,-91.574217,500,1,1.1,0.9,34.84,0.05,0,0
41074,1,0,0,0,0,41,1.0288329,-94.841447,161,1,1.1,0.9,35.04,0.08,0,0
41075,1,0,0,0,0,41,1.041843,-96.102123,100,1,1.1,0.9,35.1,0.05,0,0
41076,1,42.94,21.71,0,0,41,1.0284956,-94.865995,161,1,1.1,0.9,35.05,0.08,0,0
41077,1,0,0,0,0,41,1.0291223,-94.804385,161,1,1.1,0.9,35.03,0.08,0,0
41078,1,0,0,0,0,41,1.0351974,-95.410745,161,1,1.1,0.9,35.11,0.05,0,0
41079,1,45.61,13.37,0,0,41,1.0349586,-95.43377,161,1,1.1,0.9,35.12,0.05,0,0
41080,1,66.35,32.61,0,216,41,1.040698,-95.059956,161,1,1.1,0.9,35.06,-0.05,0,0
41081,1,0,0,0,0,41,1.0386985,-94.997448,161,1,1.1,0.9,35.05,-0.02,0,0
41082,1,0,0,0,0,41,1.040698,-95.059956,161,1,1.1,0.9,35.06,-0.05,0,0
41083,1,0,0,0,0,41,1.0323559,-94.413816,161,1,1.1,0.9,34.96,0.09,0,0
41084,1,0,0,0,0,41,1.0323559,-94.413816,13.8,1,1.1,0.9,34.96,0.09,0,0
41085,1,0,0,0,0,41,1.0323559,-94.413816,13.8,1,1.1,0.9,34.96,0.09,0,0
41086,1,0,0,0,0,41,1.0323559,-94.413816,1,1,1.1,0.9,34.96,0.09,0,0
41087,1,66.35,20.53,0,0,41,1.0319897,-94.45166,161,1,1.1,0.9,34.97,0.09,0,0
41088,1,0,0,0,0,41,1.0327607,-94.375243,161,1,1.1,0.9,34.95,0.08,0,0
41089,1,0,0,0,1168.5,41,1.0469524,-88.060272,765,1,1.1,0.9,34.6,-0.03,0,0
41090,1,0,0,0,0,41,1.0474206,-91.297929,500,1,1.1,0.9,34.78,0.01,0,0
41091,1,0,0,0,0,41,1.0449138,-94.642997,161,1,1.1,0.9,34.93,-0.01,0,0
41092,1,81.07,7.57,0,0,41,1.0504033,-96.120028,100,1,1.1,0.9,35.04,-0.01,0,0
41093,1,81.07,13.23,0,0,41,1.0307292,-94.684077,161,1,1.1,0.9,35.01,0.09,0,0
41094,1,60.94,21.84,0,0,41,1.0334225,-94.343731,161,1,1.1,0.9,34.94,0.08,0,0
41095,1,0,0,0,0,41,1.0353686,-94.94903,161,1,1.1,0.9,35.02,0.05,0,0
41096,1,54.4,3.58,0,0,41,1.0351797,-94.981172,161,1,1.1,0.9,35.03,0.06,0,0
41097,1,0,0,0,0,41,1.0314031,-94.551664,161,1,1.1,0.9,34.99,0.09,0,0
41098,1,65.91,25.31,0,0,41,1.0309484,-94.586753,161,1,1.1,0.9,35,0.1,0,0
41099,1,0,0,0,0,41,1.0402038,-95.085578,161,1,1.1,0.9,35.03,0.02,0,0
41100,1,65.91,11.43,0,0,41,1.0399049,-95.120848,161,1,1.1,0.9,35.05,0.02,0,0
41101,1,0,0,0,0,41,1.0322308,-94.249433,161,1,1.1,0.9,34.93,0.09,0,0
41102,1,58.1,10.21,0,0,41,1.0319595,-94.282217,161,1,1.1,0.9,34.94,0.09,0,0
41103,1,0,0,0,-54,41,1.039002,-91.624511,500,1,1.1,0.9,34.84,0.05,0,0
41104,1,78.17,18.89,0,0,41,1.0362016,-94.154631,161,1,1.1,0.9,34.9,0.06,0,0
41105,1,0,0,0,0,41,1.0413211,-91.515455,500,1,1.1,0.9,34.8,0.02,0,0
41106,1,78.17,20,0,0,41,1.0346473,-94.806769,161,1,1.1,0.9,35.01,0.04,0,0
41107,1,0,0,0,0,41,1.0350302,-94.760483,161,1,1.1,0.9,35,0.04,0,0
41108,1,10.43,4.24,0,0,41,1.0308336,-94.435812,161,1,1.1,0.9,34.98,0.09,0,0
41109,1,0,0,0,0,41,1.041676,-94.959219,161,1,1.1,0.9,35.01,0.01,0,0
41110,1,48.56,9.23,0,0,41,1.041454,-94.987505,161,1,1.1,0.9,35.01,0.01,0,0
41111,1,0,0,0,0,41,1.0349447,-94.928585,161,1,1.1,0.9,35.04,0.03,0,0
41112,1,48.56,22.33,0,0,41,1.0345737,-94.954781,161,1,1.1,0.9,35.04,0.03,0,0
41113,1,77.98,7.66,0,0,41,1.0359032,-94.859118,161,1,1.1,0.9,35.04,0.04,0,0
41114,1,0,0,0,0,41,1.0361762,-94.816008,161,1,1.1,0.9,35.03,0.04,0,0
41115,1,0,0,0,0,41,1.04337,-94.773486,161,1,1.1,0.9,34.96,0,0,0
41116,1,77.98,15.2,0,0,41,1.043032,-94.816052,161,1,1.1,0.9,34.97,0,0,0
41117,1,0,0,0,0,41,1.0331091,-93.921696,161,1,1.1,0.9,34.85,0.08,0,0
41118,1,74.41,14.11,0,0,41,1.0328166,-93.962784,161,1,1.1,0.9,34.86,0.09,0,0
41119,1,0,0,0,-37.5,41,1.0409917,-91.607941,500,1,1.1,0.9,34.85,0.04,0,0
41120,1,0,0,0,0,41,1.0339543,-94.413406,161,1,1.1,0.9,34.94,0.06,0,0
41121,1,0,0,0,0,41,1.037357,-92.928618,22,1,1.1,0.9,34.89,0.05,0,0
41122,1,0,0,0,0,41,1.037357,-92.928618,1,1,1.1,0.9,34.89,0.05,0,0
41123,1,0,0,0,0,41,1.0429976,-91.403305,500,1,1.1,0.9,34.79,0.02,0,0
41124,1,74.41,13.62,0,0,41,1.0406719,-91.650917,500,1,1.1,0.9,34.87,0.04,0,0
41125,1,0,0,0,12,41,1.0467698,-91.470667,500,1,1.1,0.9,34.8,0.02,0,0
41126,1,0,0,0,0,41,1.03714,-94.427504,161,1,1.1,0.9,34.95,0.04,0,0
41127,1,74.41,15.94,0,0,41,1.0463943,-91.514143,500,1,1.1,0.9,34.81,0.02,0,0
41128,1,58.35,10.94,0,0,41,1.033386,-95.491111,161,1,1.1,0.9,35.15,0.06,0,0
41129,1,0,0,0,0,41,1.0326633,-94.496614,161,1,1.1,0.9,34.96,0.07,0,0
41130,1,0,0,0,0,41,1.0326633,-94.496614,18,1,1.1,0.9,34.96,0.07,0,0
41131,1,0,0,0,0,41,1.0326633,-94.496614,18,1,1.1,0.9,34.96,0.07,0,0
41132,1,0,0,0,0,41,1.0326633,-94.496614,1,1,1.1,0.9,34.96,0.07,0,0
41133,1,0,0,0,0,41,1.0328943,-94.461326,161,1,1.1,0.9,34.95,0.07,0,0
41134,1,58.35,9.35,0,0,41,1.0324162,-94.531038,161,1,1.1,0.9,34.97,0.07,0,0
41135,1,0,0,0,68,41,1.0450011,-88.82782,765,1,1.1,0.9,34.72,-0.02,0,0
41136,1,0,0,0,0,41,1.0403857,-91.381146,500,1,1.1,0.9,34.76,0.02,0,0
41137,1,76.63,21.38,0,0,41,1.0347913,-93.912077,161,1,1.1,0.9,34.83,0.08,0,0
41138,1,0,0,0,0,41,1.0457981,-88.581758,765,1,1.1,0.9,34.65,-0.02,0,0
41139,1,0,0,0,409,41,1.0471339,-91.630165,500,1,1.1,0.9,34.81,-0.05,0,0
41140,1,0,0,0,0,41,1.0346763,-94.050669,161,1,1.1,0.9,34.87,0.01,0,0
41141,1,0,0,0,0,41,1.0337944,-94.239459,20,1,1.1,0.9,34.87,0.02,0,0
41142,1,0,0,0,0,41,1.0337944,-94.239459,1,1,1.1,0.9,34.87,0.02,0,0
41143,1,0,0,0,0,41,1.0444292,-91.371599,500,1,1.1,0.9,34.75,0,0,0
41144,1,76.63,27.56,0,0,41,1.04663,-91.670462,500,1,1.1,0.9,34.82,-0.04,0,0
41145,1,35.17,17.51,0,0,41,1.0337613,-95.428797,161,1,1.1,0.9,35.13,0.06,0,0
41146,1,0,0,0,0,41,1.0348294,-95.216535,161,1,1.1,0.9,35.08,0.06,0,0
41147,1,76.31,16.24,0,0,41,1.0344629,-95.256631,161,1,1.1,0.9,35.09,0.06,0,0
41148,1,0,0,0,0,41,1.0337118,-95.524771,161,1,1.1,0.9,35.14,0.06,0,0
41149,1,67.3,12.4,0,0,41,1.033435,-95.564095,161,1,1.1,0.9,35.15,0.06,0,0
41150,1,0,0,0,0,41,1.0378007,-95.200356,161,1,1.1,0.9,35.07,0.04,0,0
41151,1,0,0,0,0,41,1.0442368,-96.067204,100,1,1.1,0.9,35.09,0.06,0,0
41152,1,67.3,15.09,0,0,41,1.0374796,-95.237559,161,1,1.1,0.9,35.08,0.04,0,0
41153,1,0,0,0,0,41,1.038113,-95.150257,161,1,1.1,0.9,35.05,0.03,0,0
41154,1,28.25,11.85,0,0,41,1.03533,-94.213541,161,1,1.1,0.9,34.91,0.06,0,0
41155,1,0,0,0,0,41,1.032074,-94.793227,161,1,1.1,0.9,35.03,0.06,0,0
41156,1,47.07,8.4,0,0,41,1.0318885,-94.82064,161,1,1.1,0.9,35.04,0.06,0,0
41157,1,47.07,12.7,0,0,41,1.035098,-94.613889,161,1,1.1,0.9,34.95,0.06,0,0
41158,1,0,0,0,0,41,1.0375564,-92.937371,161,1,1.1,0.9,34.85,0.04,0,0
41159,1,12.62,5.12,0,0,41,1.0374696,-92.944041,161,1,1.1,0.9,34.86,0.04,0,0
41160,1,0,0,0,0,41,1.0285339,-91.589041,161,1,1.1,0.9,35.09,0.11,0,0
41161,1,0,0,0,0,41,1.0271297,-94.161466,100,1,1.1,0.9,35.17,0.17,0,0
41162,1,18.37,2.57,0,0,41,1.0141534,-101.26853,13.8,1,1.1,0.9,35.46,0.27,0,0
41163,1,0,0,0,0,41,1.042877,-94.36549,1,1,1.1,0.9,35.17,0.19,0,0
41164,1,0,0,0,0,41,1.0285208,-91.575833,161,1,1.1,0.9,35.08,0.11,0,0
41165,1,0,0,0,0,41,1.0285339,-91.589041,161,1,1.1,0.9,35.09,0.11,0,0
41166,1,0,0,0,0,41,1.0277159,-91.787902,161,1,1.1,0.9,35.13,0.12,0,0
41167,1,0,0,0,0,41,1.0299091,-94.09185,100,1,1.1,0.9,35.14,0.14,0,0
41168,1,13.32,2.28,0,0,41,1.0276664,-91.795124,161,1,1.1,0.9,35.14,0.12,0,0
41169,1,0,0,0,0,41,1.0411088,-91.711701,161,1,1.1,0.9,34.69,0.02,0,0
41170,1,14.74,5.11,0,0,41,1.0410224,-91.718964,161,1,1.1,0.9,34.7,0.02,0,0
41171,1,0,0,0,261,41,1.0529855,-86.393648,500,1,1.1,0.9,34.32,-0.04,0,0
41172,1,0,0,0,0,41,1.0497718,-87.055556,230,1,1.1,0.9,34.37,-0.03,0,0
41173,1,0,0,0,0,41,1.0484199,-90.288593,161,1,1.1,0.9,34.51,-0,0,0
41174,1,0,0,0,0,41,1.0487716,-90.837656,100,1,1.1,0.9,34.54,-0.02,0,0
41175,1,44.87,23.95,0,0,41,1.0526223,-86.415374,500,1,1.1,0.9,34.33,-0.03,0,0
41176,1,0,0,0,0,41,1.0523371,-86.3049,500,1,1.1,0.9,34.29,-0.02,0,0
41177,1,0,0,0,0,41,1.0481553,-90.31908,161,1,1.1,0.9,34.51,-0,0,0
41178,1,22.97,4.1,0,0,41,1.0384969,-92.493722,161,1,1.1,0.9,34.81,0.03,0,0
41179,1,0,0,0,0,41,1.0480929,-86.112559,500,1,1.1,0.9,34.29,0,0,0
41180,1,0,0,0,0,41,1.0462098,-86.618594,230,1,1.1,0.9,34.31,0,0,0
41181,1,0,0,0,0,41,1.0475103,-88.454334,161,1,1.1,0.9,34.43,0,0,0
41182,1,0,0,0,0,41,1.0459074,-86.702129,13.8,1,1.1,0.9,34.31,0,0,0
41183,1,0,0,0,0,41,1.0459074,-86.702129,1,1,1.1,0.9,34.31,0,0,0
41184,1,29.43,5.18,0,0,41,1.0461911,-86.658946,230,1,1.1,0.9,34.32,0,0,0
41185,1,0,0,0,0,41,1.0486818,-86.040481,500,1,1.1,0.9,34.26,-0,0,0
41186,1,29.43,16.29,0,0,41,1.0328082,-89.541444,161,1,1.1,0.9,34.72,0.1,0,0
41187,1,0,0,0,0,41,1.0416007,-91.909012,161,1,1.1,0.9,34.7,0.02,0,0
41188,1,27.48,9.05,0,0,41,1.0414435,-91.924686,161,1,1.1,0.9,34.7,0.02,0,0
41189,1,14.12,3.44,0,0,41,1.0338246,-87.438091,161,1,1.1,0.9,34.44,0.07,0,0
41190,1,0,0,0,0,41,1.0398306,-91.697339,161,1,1.1,0.9,34.86,0,0,0
41191,1,34.71,4.23,0,0,41,1.0396938,-91.716125,161,1,1.1,0.9,34.87,0,0,0
41192,1,0,0,0,0,41,1.033458,-93.770233,161,1,1.1,0.9,34.82,0.08,0,0
41193,1,0,0,0,0,41,1.033458,-93.770233,18,1,1.1,0.9,34.82,0.08,0,0
41194,1,0,0,0,0,41,1.033458,-93.770233,18,1,1.1,0.9,34.82,0.08,0,0
41195,1,0,0,0,0,41,1.033458,-93.770233,1,1,1.1,0.9,34.82,0.08,0,0
41196,1,25.01,7.44,0,0,41,1.0333004,-93.785,161,1,1.1,0.9,34.83,0.08,0,0
41197,1,0,0,0,0,41,1.0336032,-93.755667,161,1,1.1,0.9,34.82,0.08,0,0
41198,1,17.45,3.87,0,0,41,1.0340135,-91.79907,161,1,1.1,0.9,34.86,0.05,0,0
41199,1,0,0,0,0,41,1.0388,-88.055436,161,1,1.1,0.9,34.32,0.04,0,0
41200,1,10.17,1.26,0,0,41,1.0387619,-88.061256,161,1,1.1,0.9,34.32,0.04,0,0
41201,1,4.16,0.69,0,0,41,1.0390357,-91.63134,161,1,1.1,0.9,34.83,0.04,0,0
41202,1,30.07,13.97,0,0,41,1.0343251,-94.5347,161,1,1.1,0.9,34.95,0.06,0,0
41203,1,28.99,10.47,0,0,41,1.0313684,-94.044982,161,1,1.1,0.9,34.94,0.1,0,0
41204,1,0,0,0,0,41,1.0342241,-93.226093,161,1,1.1,0.9,34.83,0.09,0,0
41205,1,11.34,3.09,0,0,41,1.0321056,-93.593231,13.8,1,1.1,0.9,34.85,0.09,0,0
41206,1,0,0,0,0,41,1.0341445,-93.239557,13.8,1,1.1,0.9,34.83,0.09,0,0
41207,1,0,0,0,0,41,1.0341445,-93.239557,1,1,1.1,0.9,34.83,0.09,0,0
41208,1,0,0,0,0,41,1.03428,-93.220136,161,1,1.1,0.9,34.83,0.09,0,0
41209,1,22.25,6.04,0,0,41,1.0354734,-92.947189,161,1,1.1,0.9,34.8,0.08,0,0
41210,1,0,0,0,0,41,1.0378923,-92.105823,161,1,1.1,0.9,34.8,0.03,0,0
41211,1,24.7,7.36,0,0,41,1.0377684,-92.118563,161,1,1.1,0.9,34.8,0.03,0,0
41212,1,0,0,0,0,41,1.0355524,-94.105989,161,1,1.1,0.9,34.86,0.06,0,0
41213,1,38.17,5.56,0,0,41,1.0354173,-94.125919,161,1,1.1,0.9,34.86,0.06,0,0
41214,1,0,0,0,0,41,1.0342216,-87.47938,161,1,1.1,0.9,34.43,0.06,0,0
41215,1,33.94,6.05,0,0,41,1.0340715,-87.499588,161,1,1.1,0.9,34.44,0.06,0,0
41216,1,0,0,0,0,41,1.0338399,-89.482993,161,1,1.1,0.9,34.7,0.09,0,0
41217,1,30.29,9.43,0,0,41,1.0336724,-89.499265,161,1,1.1,0.9,34.7,0.09,0,0
41218,1,0,0,0,0,41,1.0429879,-86.915274,765,1,1.1,0.9,34.44,-0.02,0,0
41219,1,0,0,0,0,41,1.0434613,-88.759305,500,1,1.1,0.9,34.47,0.01,0,0
41220,1,0,0,0,0,41,1.0417846,-90.115829,230,1,1.1,0.9,34.56,0.03,0,0
41221,1,0,0,0,0,41,1.0378971,-93.765515,161,1,1.1,0.9,34.78,0.05,0,0
41222,1,46.31,4.02,0,0,41,1.0407755,-90.154675,230,1,1.1,0.9,34.58,0.04,0,0
41223,1,0,0,0,0,41,1.0417367,-88.950243,500,1,1.1,0.9,34.53,0.03,0,0
41224,1,33.13,9.33,0,0,41,1.0373107,-86.760731,161,1,1.1,0.9,34.27,0.04,0,0
41225,1,8.02,1.85,0,0,41,1.0401224,-85.655452,161,1,1.1,0.9,34.09,0.01,0,0
41226,1,0,0,0,0,41,1.0401582,-85.651184,161,1,1.1,0.9,34.08,0.01,0,0
41227,1,0,0,0,240,41,1.0456978,-88.604221,500,1,1.1,0.9,34.51,-0.01,0,0
41228,1,2.94,0.18,0,0,41,1.0453063,-91.275359,161,1,1.1,0.9,34.59,-0,0,0
41229,1,0,0,0,0,41,1.0453063,-91.275359,18,1,1.1,0.9,34.59,-0,0,0
