MODEL,STARTUP,SHUTDOWN,NCOST,C2,C1,C0
2,0,0,3,0.001,17.767,912.75
2,0,0,3,0.002,21.907,912.75
2,0,0,3,0.002,21.075,912.75
2,0,0,3,0.002,19.932,909.83
2,0,0,3,0.002,19.011,909.83
2,0,0,3,0.002,20.82,909.83
2,0,0,3,0.002,20.85,909.83
2,0,0,3,0.002,19.009,909.83
2,0,0,3,0.002,22.997,909.83
2,0,0,3,0.003,26.392,236.06
2,0,0,3,0.002,23.695,236.06
2,0,0,3,0.003,26.194,236.06
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.003,30.589,1287.7
2,0,0,3,0.003,27.125,1287.7
2,0,0,3,0.003,30.547,1287.7
2,0,0,3,0.003,25.566,1287.7
2,0,0,3,0.003,26.54,236.06
2,0,0,3,0.003,29.594,236.05
2,0,0,3,0.002,23.07,1358.17
2,0,0,3,0.003,30.198,1358.17
2,0,0,3,0.003,28.36,1358.17
2,0,0,3,0.003,27.696,1358.17
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.002,21.154,742.8
2,0,0,3,0.002,21.512,742.8
2,0,0,3,0.002,22.365,742.8
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.003,30.579,237.12
2,0,0,3,0.003,25.347,236.05
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,8,1000
2,0,0,3,0,8,1000
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.002,22.537,680.85
2,0,0,3,0.002,21.509,680.85
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.002,20.883,640.35
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.002,22.452,676.58
2,0,0,3,0.002,22.848,676.58
2,0,0,3,0.002,20.145,603
2,0,0,3,0,0,0
2,0,0,3,0.002,20.317,647.17
2,0,0,3,0.002,21.599,647.17
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.002,21.862,602.4
2,0,0,3,0.002,22.119,602.4
2,0,0,3,0.002,21.008,602.4
2,0,0,3,0.002,19.43,602.4
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.002,21.701,602.4
2,0,0,3,0.002,22.465,602.4
2,0,0,3,0.002,23.771,602.4
2,0,0,3,0.002,21.836,602.4
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,8,1000
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.003,24.142,236.47
2,0,0,3,0.003,28.331,236.47
2,0,0,3,0.003,29.739,236.47
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.003,30.062,236.96
2,0,0,3,0.002,24.113,604.42
2,0,0,3,0.002,23.731,604.42
2,0,0,3,0.003,27.502,236.49
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.002,24.077,603.6
2,0,0,3,0.002,23.511,603.6
2,0,0,3,0.002,24.555,603.6
2,0,0,3,0.002,25.236,603.6
2,0,0,3,0.002,22.097,603.6
2,0,0,3,0.002,25.974,603.6
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.002,23.813,602.4
2,0,0,3,0.002,24.332,602.4
2,0,0,3,0.002,22.202,602.4
2,0,0,3,0.002,24.114,602.4
2,0,0,3,0,0,0
2,0,0,3,0.002,26.281,665.7
2,0,0,3,0.002,22.916,665.7
2,0,0,3,0.003,29.455,236.43
2,0,0,3,0.002,22.95,236.43
2,0,0,3,0,0,0
2,0,0,3,0.002,24.359,603.6
2,0,0,3,0.002,23.468,603.6
2,0,0,3,0.002,26.141,603.6
2,0,0,3,0,0,0
2,0,0,3,0.002,25.333,988.8
2,0,0,3,0.002,27.167,988.8
2,0,0,3,0.002,26.29,988.8
2,0,0,3,0.002,24.064,602.4
2,0,0,3,0.002,23.138,602.4
2,0,0,3,0.003,23.852,1506.8
2,0,0,3,0.003,29.744,1506.8
2,0,0,3,0.003,27.793,236.08
2,0,0,3,0.003,28.565,236.08
2,0,0,3,0.003,31.614,236.08
2,0,0,3,0.003,25.53,236.08
2,0,0,3,0.003,26.912,237.26
2,0,0,3,0.002,23.809,636.15
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.003,26.317,528.68
2,0,0,3,0,0,0
2,0,0,3,0.003,29.086,236.53
2,0,0,3,0.003,24.685,236.53
2,0,0,3,0.003,30.23,236.53
2,0,0,3,0.003,28.681,237.54
2,0,0,3,0,0,0
2,0,0,3,0.003,25.215,236.72
2,0,0,3,0.003,30.364,236.72
2,0,0,3,0.003,29.529,236.04
2,0,0,3,0.003,30.685,236.04
2,0,0,3,0.003,27.31,236.04
2,0,0,3,0.003,27.975,236.49
2,0,0,3,0.003,33.06,236.49
2,0,0,3,0,0,0
2,0,0,3,0.003,28.921,236.08
2,0,0,3,0.003,28.393,236.08
2,0,0,3,0.003,24.497,236.52
2,0,0,3,0.002,22.526,602.4
2,0,0,3,0.002,22.502,602.4
2,0,0,3,0.002,24.346,602.4
2,0,0,3,0.002,25.114,602.4
2,0,0,3,0.003,28.865,1330.82
2,0,0,3,0.002,22.485,609.45
2,0,0,3,0.002,25.319,609.45
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.002,21.435,609
2,0,0,3,0.002,24.224,609
2,0,0,3,0.002,22.092,609
2,0,0,3,0.002,23.836,609
2,0,0,3,0,8,1000
2,0,0,3,0.003,29.25,393.48
2,0,0,3,0.002,24.404,653.55
2,0,0,3,0.002,23.999,613.05
2,0,0,3,0.002,23.935,613.05
2,0,0,3,0.002,24.234,613.05
2,0,0,3,0.002,24.535,613.05
2,0,0,3,0.002,22.123,613.05
2,0,0,3,0.002,25.889,613.05
2,0,0,3,0.002,22.93,602.4
2,0,0,3,0.002,22.281,602.4
2,0,0,3,0.002,23.728,654.75
2,0,0,3,0,0,0
2,0,0,3,0.002,23.528,610.5
2,0,0,3,0.002,25.754,601.35
2,0,0,3,0.002,22.33,601.35
2,0,0,3,0.002,25.092,601.35
2,0,0,3,0.002,24.231,601.35
2,0,0,3,0.002,24.441,601.35
2,0,0,3,0.002,25.714,601.35
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.002,26.582,608.25
2,0,0,3,0.002,23.99,608.25
2,0,0,3,0.002,24.101,603.25
2,0,0,3,0.002,24.866,603.25
2,0,0,3,0.002,25.262,603.25
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.003,29.254,236.72
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.003,29.159,760.21
2,0,0,3,0.003,28.825,760.21
2,0,0,3,0.003,25.801,760.21
2,0,0,3,0.003,29.705,760.21
2,0,0,3,0.003,26.342,236.05
2,0,0,3,0.003,29.082,236.05
2,0,0,3,0.003,27.024,236.05
2,0,0,3,0.002,21.762,602.4
2,0,0,3,0.002,23.659,636
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.004,33.97,1307.61
2,0,0,3,0.003,24.926,1307.61
2,0,0,3,0.003,30.702,1307.61
2,0,0,3,0.003,28.198,236.07
2,0,0,3,0.003,29.518,236.07
2,0,0,3,0.003,24.741,236.07
2,0,0,3,0.002,22.036,236.05
2,0,0,3,0.003,29.399,236.05
2,0,0,3,0.003,28.456,236.12
2,0,0,3,0.003,30.11,236.12
2,0,0,3,0.003,27.551,236.12
2,0,0,3,0.003,25.533,236.12
2,0,0,3,0,0,0
2,0,0,3,0.003,24.132,236.43
2,0,0,3,0.003,29.881,236.43
2,0,0,3,0.003,27.28,236.43
2,0,0,3,0.003,28.457,236.43
2,0,0,3,0.002,25.142,936.75
2,0,0,3,0.002,25.271,936.75
2,0,0,3,0.002,24.916,936.75
2,0,0,3,0.002,24.78,936.75
2,0,0,3,0.002,23.424,604.95
2,0,0,3,0.003,27.326,236.72
2,0,0,3,0.003,24.219,236.72
2,0,0,3,0.003,31.742,1334.18
2,0,0,3,0.003,25.459,1334.18
2,0,0,3,0.003,31.753,1334.18
2,0,0,3,0,0,0
2,0,0,3,0.002,22.417,810
2,0,0,3,0.002,26.449,810
2,0,0,3,0.002,24.926,810
2,0,0,3,0.002,27.538,810
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.003,28.611,237.05
2,0,0,3,0.003,26.169,237.05
2,0,0,3,0.003,29.134,237.05
2,0,0,3,0.003,27.738,236.43
2,0,0,3,0.002,20.178,603
2,0,0,3,0,0,0
2,0,0,3,0.003,26.303,236.71
2,0,0,3,0.003,29.149,237.33
2,0,0,3,0.003,26.963,237.33
2,0,0,3,0.003,29.909,236.71
2,0,0,3,0.003,28.248,236.71
2,0,0,3,0.003,28.785,236.71
2,0,0,3,0.003,26.251,236.71
2,0,0,3,0.003,28.881,401.59
2,0,0,3,0.002,21.909,975.64
2,0,0,3,0.002,21.084,975.64
2,0,0,3,0.002,19.605,975.64
2,0,0,3,0.002,21.968,975.64
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.002,19.571,603
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.003,26.321,1337.1
2,0,0,3,0.003,31.076,1337.1
2,0,0,3,0.003,27.059,1337.1
2,0,0,3,0.003,29.501,1337.1
2,0,0,3,0.003,25.034,1354.74
2,0,0,3,0.003,29.274,236.72
2,0,0,3,0.003,25.175,236.72
2,0,0,3,0.003,29.711,1246.74
2,0,0,3,0.003,29.216,236.59
2,0,0,3,0.003,28.44,236.59
2,0,0,3,0.003,26.876,236.59
2,0,0,3,0.003,30.456,236.59
2,0,0,3,0.003,29.067,236.59
2,0,0,3,0.002,20.703,601.55
2,0,0,3,0.002,19.204,601.55
2,0,0,3,0.002,19.615,601.55
2,0,0,3,0.001,17.078,607.2
2,0,0,3,0.002,21.298,607.2
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.003,27.759,1131.1
2,0,0,3,0.003,30.764,1131.1
2,0,0,3,0.003,28.72,1131.1
2,0,0,3,0.003,29.365,1131.1
2,0,0,3,0,0,0
2,0,0,3,0.003,25.125,236.19
2,0,0,3,0.003,32.862,236.19
2,0,0,3,0,0,0
2,0,0,3,0.002,20.459,693
2,0,0,3,0.002,18.052,693
2,0,0,3,0.002,18.901,693
2,0,0,3,0.002,19.761,601.65
2,0,0,3,0.003,26.774,236.05
2,0,0,3,0.003,28.167,236.05
2,0,0,3,0.003,31.022,236.05
2,0,0,3,0.003,29.784,1408.63
2,0,0,3,0.003,26.524,1408.63
2,0,0,3,0.003,29.892,236.03
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.003,24.838,236.05
2,0,0,3,0.003,25.337,236.05
2,0,0,3,0.003,26.519,236.05
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.001,18.369,917.63
2,0,0,3,0.002,19.099,917.63
2,0,0,3,0.002,18.912,910.2
2,0,0,3,0.002,21.201,910.2
2,0,0,3,0.002,22.456,1038.4
2,0,0,3,0.001,17.555,1038.4
2,0,0,3,0.001,17.965,1038.4
2,0,0,3,0.002,21.128,1038.4
2,0,0,3,0.001,18.01,1038.4
2,0,0,3,0.002,21.882,1038.4
2,0,0,3,0.002,18.982,602.85
2,0,0,3,0,0,0
2,0,0,3,0.003,24.564,236.06
2,0,0,3,0.003,32.173,236.06
2,0,0,3,0.003,26.946,236.05
2,0,0,3,0.004,34.417,236.05
2,0,0,3,0.003,29.022,236.05
2,0,0,3,0.003,24.766,236.03
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.003,28.387,934.54
2,0,0,3,0.003,26.825,934.54
2,0,0,3,0.003,29.793,934.54
2,0,0,3,0.003,28.843,934.54
2,0,0,3,0.003,25.624,934.54
2,0,0,3,0.003,30.098,236.05
2,0,0,3,0.003,24.943,236.05
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.003,28.849,236.05
2,0,0,3,0.003,26.96,236.05
2,0,0,3,0.003,25.302,236.05
2,0,0,3,0.003,27.34,236.05
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.003,25.907,236.23
2,0,0,3,0.003,26.209,236.23
2,0,0,3,0.003,24.161,236.23
2,0,0,3,0.003,28.081,236.23
2,0,0,3,0.003,30.455,236.23
2,0,0,3,0.003,28.248,236.23
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.003,28.05,236.05
2,0,0,3,0.003,26.183,236.05
2,0,0,3,0.003,24.416,236.05
2,0,0,3,0.003,27.814,236.05
2,0,0,3,0.003,32.753,236.05
2,0,0,3,0.003,32.523,236.05
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.002,21.056,876
2,0,0,3,0.002,21.067,876
2,0,0,3,0.001,17.17,876
2,0,0,3,0.001,18.221,876
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.003,29.293,236.03
2,0,0,3,0.003,25.111,236.03
2,0,0,3,0.003,26.472,236.03
2,0,0,3,0.002,23.202,236.03
2,0,0,3,0.002,22.781,236.05
2,0,0,3,0,0,0
2,0,0,3,0.001,16.641,607.88
2,0,0,3,0.002,17.86,607.88
2,0,0,3,0.001,16.614,601.45
2,0,0,3,0.002,20.247,601.45
2,0,0,3,0.002,20.446,601.45
2,0,0,3,0.001,17.083,602.3
2,0,0,3,0.001,16.099,602.3
2,0,0,3,0.001,11.953,602.3
2,0,0,3,0.001,14.798,602.3
2,0,0,3,0.001,15.54,602.3
2,0,0,3,0.001,14.025,602.3
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.003,26.353,931.26
2,0,0,3,0.002,22.827,931.26
2,0,0,3,0.002,23.259,236.5
2,0,0,3,0.003,28.58,236.5
2,0,0,3,0.003,31.071,236.02
2,0,0,3,0.003,24.865,236.02
2,0,0,3,0.003,24.885,236.02
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.002,20.715,236.48
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.001,14.036,611.85
2,0,0,3,0.003,28.164,1245.09
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.001,13.259,600.95
2,0,0,3,0.001,14.291,600.95
2,0,0,3,0.001,13.611,600.95
2,0,0,3,0.001,13.539,600.95
2,0,0,3,0.001,16.31,607.5
2,0,0,3,0.001,15.131,600.95
2,0,0,3,0.001,15.816,600.95
2,0,0,3,0.001,17.647,902.75
2,0,0,3,0.001,16.829,902.75
2,0,0,3,0.001,13.432,902.75
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.001,15.262,621
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.003,27.443,236.04
2,0,0,3,0.003,25.998,236.04
2,0,0,3,0.002,23.298,237.33
2,0,0,3,0.002,21.146,237.33
2,0,0,3,0.003,24.098,237.33
2,0,0,3,0.003,26.293,236.57
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.001,16.163,995
2,0,0,3,0.001,16.559,995
2,0,0,3,0.001,13.899,995
2,0,0,3,0.001,14.277,601.2
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.002,22.925,236.5
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,8,1052.5
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.002,20.741,882
2,0,0,3,0.002,22.413,882
2,0,0,3,0.002,23.431,673.3
2,0,0,3,0.002,20.535,673.3
2,0,0,3,0.002,22.709,673.3
2,0,0,3,0.002,22.505,673.3
2,0,0,3,0.002,21.956,673.3
2,0,0,3,0.002,20.052,673.3
2,0,0,3,0.002,22.74,690
2,0,0,3,0.002,19.476,690
2,0,0,3,0.002,19.128,625.5
2,0,0,3,0.002,20.61,661.5
2,0,0,3,0.002,23.084,661.5
2,0,0,3,0.002,20.465,670.5
2,0,0,3,0.003,31.287,237.47
2,0,0,3,0.003,31.793,237.47
2,0,0,3,0.002,20.853,675
2,0,0,3,0.002,18.711,675
2,0,0,3,0.002,20.791,1180.5
2,0,0,3,0.002,24.121,1180.5
2,0,0,3,0.002,24.663,1180.5
2,0,0,3,0.002,22.799,1180.5
2,0,0,3,0.002,22.53,624
2,0,0,3,0.002,22.13,861.67
2,0,0,3,0.002,20.444,861.67
2,0,0,3,0.002,19.942,723
2,0,0,3,0.002,22.351,723
2,0,0,3,0.002,21.59,601.05
2,0,0,3,0.002,18.862,603.3
2,0,0,3,0.002,22.04,603.3
2,0,0,3,0.002,20.023,607.35
2,0,0,3,0.002,20.498,607.35
2,0,0,3,0.002,19.944,607.35
2,0,0,3,0.002,20.86,607.35
2,0,0,3,0.002,21.212,607.35
2,0,0,3,0.002,18.24,607.35
2,0,0,3,0.002,19.438,882
2,0,0,3,0.002,22.623,882
2,0,0,3,0.002,21.468,679.5
2,0,0,3,0.002,21.761,679.5
2,0,0,3,0.002,23.344,624
2,0,0,3,0.002,20.262,601.65
2,0,0,3,0.002,21.049,601.65
2,0,0,3,0.002,21.662,641.25
2,0,0,3,0.002,20.764,641.25
2,0,0,3,0.003,30.796,236.37
2,0,0,3,0.002,20.75,618.75
2,0,0,3,0.003,27.668,236.31
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.002,20.177,679.5
2,0,0,3,0.002,20.474,679.5
2,0,0,3,0.002,20.604,624
2,0,0,3,0,0,0
2,0,0,3,0.003,29.644,236.07
2,0,0,3,0.002,22.297,237.4
2,0,0,3,0.002,23.967,601.95
2,0,0,3,0.002,23.045,601.95
2,0,0,3,0.002,20.794,601.95
2,0,0,3,0.003,29.109,236.05
2,0,0,3,0.003,27.257,236.05
2,0,0,3,0.003,31.502,236.05
2,0,0,3,0.003,24.929,236.05
2,0,0,3,0.003,27.591,236.05
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0.003,26.251,236.18
